Nome da Loja;Estado;Produto;Quantidade;Data;Preço do Produto
Loja D;RJ;Produto X;14;2024-06-06 00:00:00;365,93
Loja C;PR;Produto X;7;2024-06-18 00:00:00;255,65
Loja C;SP;Produto W;17;2024-09-22 00:00:00;158,69
Loja C;MG;Produto X;8;2023-10-09 00:00:00;51,32
Loja A;SP;Produto W;4;2024-03-05 00:00:00;278,26
Loja D;PR;Produto Y;5;2024-08-03 00:00:00;159,92
Loja B;SP;Produto Z;13;2024-10-07 00:00:00;473,88
Loja C;MG;Produto Y;7;2023-09-10 00:00:00;299,84
Loja C;SP;Produto Y;6;2024-07-16 00:00:00;149,68
Loja A;MG;Produto Y;17;2023-02-12 00:00:00;269,02
Loja B;SP;Produto Y;6;2024-04-26 00:00:00;274,35
Loja D;SP;Produto V;19;2023-05-21 00:00:00;366,11
Loja E;MG;Produto X;3;2024-05-25 00:00:00;452,08
Loja A;SP;Produto Z;9;2024-06-20 00:00:00;481,67
Loja D;RJ;Produto Z;15;2023-09-27 00:00:00;361,77
Loja E;RS;Produto Y;8;2023-12-27 00:00:00;277,5
Loja C;RJ;Produto Z;15;2024-09-07 00:00:00;120,22
Loja C;RS;Produto W;1;2023-10-22 00:00:00;207,48
Loja B;RJ;Produto Z;8;2024-10-26 00:00:00;249,51
Loja E;RS;Produto Y;4;2024-04-19 00:00:00;72,9
Loja C;SP;Produto Z;10;2024-04-16 00:00:00;135,64
Loja C;MG;Produto X;16;2023-06-10 00:00:00;492,38
Loja B;MG;Produto Y;18;2023-02-14 00:00:00;380,78
Loja D;PR;Produto V;4;2024-11-08 00:00:00;246,18
Loja C;RS;Produto X;8;2023-07-26 00:00:00;120,76
Loja A;PR;Produto Z;4;2023-04-18 00:00:00;290,99
Loja A;PR;Produto V;10;2024-05-18 00:00:00;123,62
Loja D;RS;Produto X;4;2024-03-17 00:00:00;104,62
Loja E;MG;Produto W;16;2023-03-06 00:00:00;55,94
Loja B;RS;Produto X;12;2023-09-24 00:00:00;179,47
Loja A;SP;Produto V;10;2024-02-03 00:00:00;275,44
Loja A;PR;Produto W;11;2024-11-27 00:00:00;88,07
Loja D;PR;Produto Z;2;2023-08-12 00:00:00;108,21
Loja E;RS;Produto Y;16;2024-10-26 00:00:00;201,66
Loja E;PR;Produto Z;19;2023-10-16 00:00:00;249,87
Loja D;MG;Produto Y;12;2023-10-12 00:00:00;383,52
Loja A;PR;Produto Y;4;2023-07-05 00:00:00;287,65
Loja B;RS;Produto V;17;2023-08-14 00:00:00;312,67
Loja A;MG;Produto W;12;2023-07-19 00:00:00;351,14
Loja E;MG;Produto W;16;2024-05-18 00:00:00;230,98
Loja A;PR;Produto X;3;2023-01-11 00:00:00;178,14
Loja B;RS;Produto Z;2;2024-05-12 00:00:00;402,21
Loja C;PR;Produto V;7;2023-10-04 00:00:00;415,88
Loja A;SP;Produto Z;6;2023-01-03 00:00:00;85,45
Loja D;SP;Produto X;1;2024-07-27 00:00:00;477,15
Loja C;MG;Produto X;15;2023-01-05 00:00:00;465,66
Loja D;PR;Produto V;12;2024-06-04 00:00:00;436,73
Loja D;SP;Produto X;13;2024-07-23 00:00:00;217,1
Loja D;RJ;Produto V;8;2023-10-07 00:00:00;422,67
Loja A;SP;Produto X;9;2024-02-27 00:00:00;317,75
Loja E;PR;Produto W;1;2023-08-26 00:00:00;110,64
Loja C;PR;Produto V;5;2023-11-13 00:00:00;389,69
Loja B;SP;Produto W;7;2023-05-07 00:00:00;208,99
Loja E;PR;Produto W;18;2023-10-31 00:00:00;153,16
Loja A;PR;Produto V;8;2024-12-31 00:00:00;440,36
Loja D;RJ;Produto Z;10;2023-06-27 00:00:00;432,52
Loja B;MG;Produto Y;8;2024-05-04 00:00:00;433,54
Loja C;PR;Produto X;12;2024-03-12 00:00:00;431,17
Loja E;RS;Produto X;16;2024-10-22 00:00:00;281,57
Loja E;MG;Produto Z;12;2023-02-07 00:00:00;312,29
Loja B;MG;Produto Y;3;2024-09-21 00:00:00;474,94
Loja A;RS;Produto Z;18;2024-04-27 00:00:00;73,38
Loja C;SP;Produto Y;5;2023-11-11 00:00:00;405,07
Loja B;RJ;Produto V;14;2024-04-28 00:00:00;267,87
Loja D;PR;Produto V;16;2023-04-07 00:00:00;489,42
Loja C;SP;Produto W;6;2023-01-17 00:00:00;323,22
Loja E;RS;Produto W;16;2024-03-22 00:00:00;89,65
Loja B;RJ;Produto V;14;2023-10-06 00:00:00;409,59
Loja E;RJ;Produto W;5;2024-03-27 00:00:00;339,61
Loja E;RJ;Produto V;14;2024-10-27 00:00:00;82,97
Loja E;RS;Produto Z;11;2024-08-28 00:00:00;14,41
Loja A;SP;Produto X;9;2024-11-17 00:00:00;276,39
Loja E;PR;Produto V;7;2023-01-29 00:00:00;128,33
Loja D;RJ;Produto V;5;2024-06-29 00:00:00;434,95
Loja D;RJ;Produto V;15;2023-01-10 00:00:00;132,96
Loja C;SP;Produto W;13;2023-04-11 00:00:00;334,8
Loja E;RJ;Produto W;12;2024-10-14 00:00:00;179,11
Loja E;RJ;Produto W;15;2023-03-28 00:00:00;181,66
Loja B;RS;Produto W;19;2024-04-14 00:00:00;99,09
Loja A;MG;Produto Z;19;2023-10-28 00:00:00;256,33
Loja C;SP;Produto V;10;2024-10-01 00:00:00;293,84
Loja E;SP;Produto Z;17;2023-07-25 00:00:00;294,7
Loja B;SP;Produto W;16;2024-08-23 00:00:00;429,74
Loja A;RS;Produto Z;5;2023-03-23 00:00:00;329,65
Loja C;RS;Produto V;4;2023-07-31 00:00:00;372,72
Loja C;PR;Produto V;10;2023-04-29 00:00:00;168,49
Loja E;RS;Produto W;6;2023-05-16 00:00:00;216,14
Loja C;SP;Produto V;11;2024-01-12 00:00:00;18,96
Loja B;PR;Produto Z;11;2024-03-03 00:00:00;48,76
Loja C;MG;Produto Y;16;2024-12-20 00:00:00;198,71
Loja D;RJ;Produto V;14;2023-11-10 00:00:00;112,77
Loja B;RJ;Produto Z;19;2024-02-08 00:00:00;408,35
Loja A;PR;Produto Z;4;2023-08-31 00:00:00;341,48
Loja A;MG;Produto Z;5;2023-12-11 00:00:00;485,45
Loja E;RJ;Produto V;19;2024-09-03 00:00:00;444,65
Loja E;PR;Produto Y;17;2024-09-18 00:00:00;489,05
Loja D;RS;Produto W;18;2024-02-28 00:00:00;188,98
Loja A;SP;Produto W;8;2023-01-16 00:00:00;247,34
Loja A;MG;Produto V;4;2024-05-30 00:00:00;192,59
Loja A;RJ;Produto V;18;2023-09-23 00:00:00;482,51
Loja A;SP;Produto X;11;2024-07-13 00:00:00;207,33
Loja C;PR;Produto Y;14;2024-12-16 00:00:00;67,21
Loja B;RJ;Produto Z;13;2023-01-20 00:00:00;132,75
Loja B;SP;Produto Z;16;2024-12-06 00:00:00;218,16
Loja D;RS;Produto W;12;2023-01-11 00:00:00;305,47
Loja C;MG;Produto V;9;2023-01-20 00:00:00;312,86
Loja A;PR;Produto Y;7;2023-10-06 00:00:00;381,8
Loja A;RJ;Produto W;10;2023-11-29 00:00:00;327,45
Loja E;RS;Produto Y;17;2024-06-30 00:00:00;250,85
Loja E;MG;Produto V;18;2024-02-05 00:00:00;24,78
Loja D;MG;Produto Z;7;2023-02-07 00:00:00;350,56
Loja A;RS;Produto X;3;2023-03-24 00:00:00;51,87
Loja D;RJ;Produto Y;15;2023-02-01 00:00:00;239,72
Loja C;MG;Produto Z;16;2023-02-23 00:00:00;449,23
Loja B;PR;Produto Y;17;2024-09-10 00:00:00;302,47
Loja A;SP;Produto Y;13;2024-06-20 00:00:00;107,49
Loja C;PR;Produto Y;3;2023-02-14 00:00:00;405,9
Loja A;MG;Produto V;5;2024-09-21 00:00:00;157,2
Loja E;SP;Produto W;9;2023-10-21 00:00:00;292,86
Loja D;RS;Produto Y;18;2023-05-05 00:00:00;321,57
Loja E;SP;Produto V;11;2024-07-01 00:00:00;368,25
Loja B;SP;Produto X;11;2023-12-10 00:00:00;41,84
Loja E;SP;Produto W;16;2024-02-27 00:00:00;428,59
Loja A;MG;Produto V;8;2023-06-16 00:00:00;65,79
Loja E;RJ;Produto X;2;2023-09-26 00:00:00;56,32
Loja A;MG;Produto W;10;2023-07-13 00:00:00;233,87
Loja B;RJ;Produto V;6;2023-05-04 00:00:00;192,37
Loja E;RS;Produto X;4;2023-09-28 00:00:00;36,76
Loja D;RS;Produto V;5;2023-02-27 00:00:00;91,34
Loja D;RS;Produto X;11;2023-02-28 00:00:00;225,21
Loja D;RS;Produto Y;12;2024-03-25 00:00:00;416,25
Loja E;RS;Produto Y;16;2023-08-05 00:00:00;69,44
Loja E;PR;Produto W;14;2024-08-03 00:00:00;61,22
Loja E;MG;Produto X;14;2024-04-26 00:00:00;404,37
Loja A;RJ;Produto Y;15;2023-09-01 00:00:00;251,23
Loja B;RS;Produto W;8;2023-04-13 00:00:00;186,52
Loja D;PR;Produto Z;5;2024-05-31 00:00:00;236,06
Loja A;PR;Produto Y;9;2023-09-21 00:00:00;211,31
Loja D;PR;Produto Y;16;2023-08-29 00:00:00;393,13
Loja A;MG;Produto V;3;2023-08-17 00:00:00;14,57
Loja E;RS;Produto Z;12;2024-03-27 00:00:00;222,25
Loja D;PR;Produto X;7;2024-03-30 00:00:00;87,84
Loja E;PR;Produto W;17;2024-06-27 00:00:00;161,06
Loja D;RS;Produto Z;15;2024-01-09 00:00:00;64,96
Loja C;MG;Produto X;15;2023-01-24 00:00:00;219,22
Loja A;PR;Produto Y;12;2023-11-02 00:00:00;325,21
Loja C;RJ;Produto W;2;2024-01-09 00:00:00;334,18
Loja A;SP;Produto W;8;2023-07-06 00:00:00;400,4
Loja B;SP;Produto Z;5;2024-10-01 00:00:00;409,36
Loja D;SP;Produto V;3;2023-04-22 00:00:00;302,89
Loja B;MG;Produto X;1;2024-05-07 00:00:00;183,04
Loja B;PR;Produto Z;16;2023-10-21 00:00:00;35,14
Loja A;SP;Produto V;10;2024-02-26 00:00:00;27,58
Loja C;SP;Produto V;10;2023-05-29 00:00:00;65,5
Loja E;RS;Produto V;11;2023-05-31 00:00:00;492,08
Loja A;PR;Produto W;12;2023-06-23 00:00:00;395,13
Loja E;PR;Produto X;8;2023-07-16 00:00:00;208,39
Loja B;RS;Produto X;5;2023-09-12 00:00:00;238,44
Loja E;PR;Produto Z;9;2024-02-18 00:00:00;371,32
Loja C;RJ;Produto Y;11;2023-06-17 00:00:00;262,06
Loja A;MG;Produto Z;15;2023-03-23 00:00:00;186,6
Loja C;RS;Produto X;17;2023-03-11 00:00:00;181,28
Loja C;SP;Produto W;11;2024-03-01 00:00:00;112,72
Loja A;PR;Produto Z;13;2024-02-06 00:00:00;443,95
Loja C;RJ;Produto Y;17;2024-06-08 00:00:00;212,94
Loja D;RJ;Produto Z;7;2024-09-22 00:00:00;378,66
Loja D;MG;Produto V;9;2023-07-31 00:00:00;291,14
Loja D;RJ;Produto Y;18;2023-04-12 00:00:00;379,51
Loja E;PR;Produto V;18;2024-12-08 00:00:00;167,25
Loja C;PR;Produto W;10;2024-08-11 00:00:00;378,48
Loja A;RJ;Produto X;12;2023-12-04 00:00:00;397,08
Loja A;PR;Produto Z;18;2023-11-29 00:00:00;61,1
Loja E;PR;Produto Z;9;2023-07-24 00:00:00;54,82
Loja A;SP;Produto V;9;2024-05-01 00:00:00;492,89
Loja D;RS;Produto V;10;2023-08-17 00:00:00;67,8
Loja C;PR;Produto X;1;2023-07-08 00:00:00;345,57
Loja A;PR;Produto Z;11;2023-04-09 00:00:00;376,43
Loja A;MG;Produto X;14;2024-02-15 00:00:00;41,12
Loja B;RS;Produto V;10;2024-12-30 00:00:00;375,79
Loja B;RS;Produto V;14;2024-04-04 00:00:00;215,56
Loja B;RS;Produto Y;19;2023-07-13 00:00:00;144,59
Loja C;RJ;Produto V;10;2024-07-08 00:00:00;336,01
Loja D;SP;Produto V;17;2024-09-27 00:00:00;418,23
Loja D;SP;Produto X;2;2023-01-20 00:00:00;290,67
Loja D;MG;Produto Y;14;2023-11-07 00:00:00;436,61
Loja C;RS;Produto Y;18;2024-11-10 00:00:00;20,95
Loja C;RS;Produto Z;2;2024-07-11 00:00:00;371,92
Loja B;PR;Produto W;19;2023-03-20 00:00:00;93,01
Loja A;RJ;Produto Z;8;2023-06-19 00:00:00;150,18
Loja E;RJ;Produto Z;6;2023-09-03 00:00:00;290,4
Loja E;MG;Produto Z;7;2024-04-16 00:00:00;144,48
Loja A;SP;Produto Y;13;2023-04-09 00:00:00;92,4
Loja B;RS;Produto X;2;2023-11-18 00:00:00;443,89
Loja A;MG;Produto V;7;2023-05-21 00:00:00;454,29
Loja A;RJ;Produto Y;1;2023-04-19 00:00:00;27,82
Loja E;RJ;Produto V;6;2023-11-09 00:00:00;255,06
Loja B;RJ;Produto V;16;2024-10-10 00:00:00;109,8
Loja C;RS;Produto W;8;2023-05-01 00:00:00;433,07
Loja E;RS;Produto Z;13;2023-04-09 00:00:00;236,64
Loja C;RS;Produto W;18;2024-07-31 00:00:00;244,44
Loja B;PR;Produto Z;14;2024-05-08 00:00:00;317,46
Loja A;SP;Produto Y;18;2023-05-24 00:00:00;37,26
Loja D;RJ;Produto V;4;2023-04-20 00:00:00;72,38
Loja D;RJ;Produto W;15;2024-04-28 00:00:00;254,21
Loja B;PR;Produto Y;5;2023-05-10 00:00:00;483,69
Loja D;RJ;Produto Y;14;2024-02-04 00:00:00;423,37
Loja C;RJ;Produto Z;16;2024-05-20 00:00:00;445,79
Loja D;RS;Produto V;15;2023-07-29 00:00:00;77,21
Loja B;RS;Produto Z;11;2023-12-27 00:00:00;479,73
Loja B;SP;Produto Z;2;2023-06-03 00:00:00;367,7
Loja C;RJ;Produto Y;18;2024-10-06 00:00:00;169,59
Loja D;MG;Produto Z;4;2024-06-16 00:00:00;433,59
Loja D;RJ;Produto X;15;2024-06-30 00:00:00;376,18
Loja A;RJ;Produto V;12;2023-12-26 00:00:00;370,89
Loja E;SP;Produto Z;3;2023-11-06 00:00:00;369,96
Loja B;MG;Produto Z;4;2024-04-18 00:00:00;402,42
Loja A;RJ;Produto W;16;2024-09-27 00:00:00;474,78
Loja B;MG;Produto V;6;2023-10-27 00:00:00;77,07
Loja A;RS;Produto V;2;2023-12-07 00:00:00;499,77
Loja E;RS;Produto Z;9;2023-01-04 00:00:00;437,45
Loja A;MG;Produto X;12;2024-09-26 00:00:00;226,4
Loja B;RJ;Produto W;12;2024-07-07 00:00:00;87,14
Loja D;MG;Produto X;14;2023-06-18 00:00:00;232,36
Loja B;MG;Produto Z;17;2024-02-24 00:00:00;391,52
Loja C;RS;Produto V;9;2023-10-07 00:00:00;305,2
Loja C;MG;Produto V;12;2024-01-24 00:00:00;146,98
Loja C;PR;Produto X;10;2023-07-04 00:00:00;209,33
Loja C;PR;Produto Y;11;2023-11-19 00:00:00;477,61
Loja E;RS;Produto Z;2;2023-01-11 00:00:00;403,87
Loja D;RJ;Produto V;16;2024-11-15 00:00:00;70,79
Loja D;RJ;Produto Y;1;2024-08-30 00:00:00;277,24
Loja B;RS;Produto V;1;2023-10-05 00:00:00;466,18
Loja A;RJ;Produto V;2;2023-05-19 00:00:00;26,81
Loja B;SP;Produto Y;12;2024-11-08 00:00:00;30,85
Loja B;PR;Produto X;18;2024-11-29 00:00:00;361,2
Loja B;SP;Produto Z;12;2023-03-27 00:00:00;292,02
Loja B;SP;Produto Y;1;2023-08-19 00:00:00;32,54
Loja D;SP;Produto Y;11;2024-03-26 00:00:00;498,05
Loja A;RS;Produto V;2;2023-05-18 00:00:00;294,25
Loja B;SP;Produto Y;12;2024-06-14 00:00:00;251,05
Loja D;MG;Produto Z;2;2023-12-04 00:00:00;229,37
Loja B;RJ;Produto X;17;2023-06-05 00:00:00;353,34
Loja C;RS;Produto X;6;2024-08-29 00:00:00;234,59
Loja B;MG;Produto X;16;2023-01-17 00:00:00;332,95
Loja B;MG;Produto Z;19;2023-09-18 00:00:00;249,28
Loja E;PR;Produto V;6;2023-06-09 00:00:00;309,25
Loja C;PR;Produto Z;7;2023-11-05 00:00:00;404,54
Loja A;MG;Produto Y;19;2023-03-22 00:00:00;410,41
Loja B;PR;Produto W;17;2024-11-27 00:00:00;426,03
Loja A;RJ;Produto W;6;2023-08-01 00:00:00;109,46
Loja C;RJ;Produto W;15;2024-03-02 00:00:00;39,95
Loja B;PR;Produto X;9;2023-12-08 00:00:00;419,71
Loja E;SP;Produto Z;2;2023-12-25 00:00:00;30,73
Loja D;MG;Produto Z;5;2024-11-09 00:00:00;114,61
Loja E;RJ;Produto X;5;2023-07-25 00:00:00;267,84
Loja E;PR;Produto Y;12;2023-12-02 00:00:00;429,16
Loja D;PR;Produto W;10;2023-09-18 00:00:00;449,42
Loja D;RJ;Produto W;4;2023-08-31 00:00:00;317,74
Loja D;RJ;Produto X;12;2024-08-04 00:00:00;483,71
Loja B;SP;Produto W;15;2024-01-30 00:00:00;367,67
Loja A;PR;Produto V;10;2024-12-25 00:00:00;268,58
Loja A;PR;Produto Z;18;2023-12-03 00:00:00;75,84
Loja D;RS;Produto W;5;2023-10-06 00:00:00;220,1
Loja E;SP;Produto W;13;2023-09-06 00:00:00;412,95
Loja C;RJ;Produto V;4;2024-12-08 00:00:00;148,99
Loja D;RJ;Produto Y;9;2023-01-30 00:00:00;293,35
Loja E;MG;Produto Y;18;2023-05-11 00:00:00;491,88
Loja E;RJ;Produto V;3;2024-06-07 00:00:00;95,47
Loja B;PR;Produto Y;11;2024-04-04 00:00:00;59,71
Loja B;RJ;Produto X;4;2024-01-30 00:00:00;399,84
Loja A;PR;Produto V;9;2024-06-11 00:00:00;22,21
Loja A;PR;Produto Z;12;2024-02-17 00:00:00;325,2
Loja C;SP;Produto Z;10;2023-04-27 00:00:00;174,52
Loja C;RJ;Produto Z;10;2023-05-29 00:00:00;364,67
Loja C;SP;Produto W;9;2023-04-19 00:00:00;68,92
Loja C;PR;Produto V;10;2023-08-24 00:00:00;171,72
Loja E;RJ;Produto V;9;2024-03-02 00:00:00;18,35
Loja E;RJ;Produto Y;1;2024-05-31 00:00:00;125,19
Loja A;SP;Produto V;16;2023-06-29 00:00:00;246,8
Loja B;SP;Produto V;14;2024-01-31 00:00:00;97,03
Loja B;PR;Produto Y;13;2023-01-01 00:00:00;303,83
Loja D;PR;Produto V;6;2023-01-08 00:00:00;67,89
Loja E;RJ;Produto V;14;2023-05-24 00:00:00;375,16
Loja C;RJ;Produto X;8;2024-10-16 00:00:00;461,62
Loja C;RS;Produto Y;18;2023-10-02 00:00:00;199,1
Loja D;RS;Produto X;1;2024-10-26 00:00:00;268,82
Loja B;MG;Produto W;12;2023-10-14 00:00:00;249,37
Loja C;PR;Produto Y;11;2024-05-04 00:00:00;394,84
Loja B;MG;Produto V;13;2024-10-03 00:00:00;497,15
Loja D;MG;Produto V;4;2024-09-24 00:00:00;370,49
Loja B;SP;Produto X;6;2024-07-24 00:00:00;115,12
Loja B;SP;Produto X;13;2024-12-29 00:00:00;351,08
Loja B;RS;Produto W;13;2023-01-31 00:00:00;311,72
Loja C;MG;Produto W;6;2024-03-27 00:00:00;112,96
Loja A;RS;Produto V;4;2023-09-01 00:00:00;128,07
Loja E;PR;Produto Z;3;2023-05-20 00:00:00;329,87
Loja B;RJ;Produto W;15;2024-02-05 00:00:00;405,83
Loja B;SP;Produto V;11;2024-12-25 00:00:00;383,58
Loja B;PR;Produto W;2;2024-06-24 00:00:00;307,14
Loja A;PR;Produto Y;17;2023-06-13 00:00:00;469,4
Loja D;SP;Produto X;2;2023-04-14 00:00:00;368,21
Loja C;SP;Produto V;1;2023-03-04 00:00:00;275,54
Loja A;MG;Produto W;5;2023-01-15 00:00:00;409,94
Loja B;RS;Produto X;17;2024-05-08 00:00:00;152,34
Loja A;PR;Produto Z;1;2023-06-28 00:00:00;139,11
Loja A;MG;Produto W;7;2024-06-06 00:00:00;486,01
Loja A;MG;Produto V;3;2024-03-16 00:00:00;475,41
Loja D;PR;Produto Y;16;2024-06-08 00:00:00;441,45
Loja E;PR;Produto X;16;2024-12-27 00:00:00;115,04
Loja C;RJ;Produto X;12;2024-05-02 00:00:00;297,97
Loja D;RS;Produto Y;9;2023-11-07 00:00:00;272,17
Loja D;PR;Produto V;14;2024-07-28 00:00:00;109,52
Loja E;SP;Produto Z;12;2023-05-10 00:00:00;229,42
Loja D;RJ;Produto Y;16;2024-04-10 00:00:00;237,92
Loja A;RS;Produto Z;17;2024-05-16 00:00:00;127,91
Loja A;SP;Produto V;12;2023-09-20 00:00:00;477,89
Loja B;SP;Produto W;4;2023-06-20 00:00:00;251,43
Loja D;RS;Produto W;17;2024-02-10 00:00:00;267,2
Loja B;RJ;Produto V;1;2024-12-02 00:00:00;303,3
Loja C;SP;Produto Z;17;2023-01-25 00:00:00;444,61
Loja A;MG;Produto Y;11;2024-03-24 00:00:00;271,32
Loja C;RS;Produto V;19;2023-06-09 00:00:00;275,07
Loja E;RS;Produto V;18;2023-08-05 00:00:00;127,69
Loja A;PR;Produto W;2;2024-11-18 00:00:00;305,38
Loja C;RJ;Produto Y;9;2024-05-04 00:00:00;196,76
Loja E;MG;Produto W;9;2023-10-07 00:00:00;326,92
Loja C;MG;Produto Z;12;2023-03-22 00:00:00;157,37
Loja E;PR;Produto Z;13;2023-05-05 00:00:00;360,71
Loja E;SP;Produto X;16;2023-06-19 00:00:00;313,26
Loja A;SP;Produto V;13;2024-08-04 00:00:00;242,5
Loja B;MG;Produto Y;14;2024-08-12 00:00:00;57,37
Loja E;RJ;Produto Y;7;2023-03-31 00:00:00;317,21
Loja E;SP;Produto W;2;2024-01-15 00:00:00;431,05
Loja A;RS;Produto W;12;2023-04-21 00:00:00;93,83
Loja B;PR;Produto Y;17;2023-06-13 00:00:00;51,51
Loja D;RJ;Produto W;5;2024-02-19 00:00:00;29,39
Loja D;SP;Produto X;10;2024-10-01 00:00:00;25,59
Loja B;MG;Produto V;18;2023-06-04 00:00:00;422,61
Loja C;PR;Produto X;3;2023-07-13 00:00:00;366,53
Loja A;SP;Produto Z;13;2024-04-20 00:00:00;109,13
Loja B;MG;Produto Y;13;2024-11-15 00:00:00;459,39
Loja D;SP;Produto X;10;2023-01-21 00:00:00;76,32
Loja E;PR;Produto X;2;2023-04-19 00:00:00;193,34
Loja D;RS;Produto W;16;2024-02-03 00:00:00;231,53
Loja E;RS;Produto W;4;2023-05-09 00:00:00;47,19
Loja A;MG;Produto W;19;2024-05-23 00:00:00;180,26
Loja E;RS;Produto Z;5;2023-10-07 00:00:00;59,92
Loja B;PR;Produto X;7;2024-03-02 00:00:00;396,99
Loja E;MG;Produto V;9;2023-01-27 00:00:00;32,95
Loja C;SP;Produto W;5;2023-12-10 00:00:00;18,4
Loja B;RJ;Produto Z;8;2024-02-05 00:00:00;368,92
Loja A;SP;Produto Z;2;2024-08-26 00:00:00;392,62
Loja B;PR;Produto W;7;2023-10-22 00:00:00;252,86
Loja C;MG;Produto Y;4;2024-07-20 00:00:00;165,76
Loja A;SP;Produto X;15;2023-07-15 00:00:00;125,86
Loja D;MG;Produto W;18;2023-06-05 00:00:00;67,34
Loja C;RS;Produto V;2;2024-03-15 00:00:00;247,27
Loja A;RJ;Produto X;14;2023-04-11 00:00:00;250,63
Loja E;PR;Produto Z;10;2024-05-14 00:00:00;233,42
Loja B;SP;Produto V;5;2023-10-12 00:00:00;391,35
Loja A;RJ;Produto X;12;2023-03-10 00:00:00;58,89
Loja B;PR;Produto V;10;2024-01-21 00:00:00;338,3
Loja E;PR;Produto Z;18;2024-03-27 00:00:00;206,77
Loja A;RS;Produto W;6;2023-05-18 00:00:00;128,07
Loja D;MG;Produto V;12;2023-09-05 00:00:00;343,98
Loja C;MG;Produto W;1;2023-04-13 00:00:00;106,86
Loja A;RJ;Produto Z;7;2024-09-11 00:00:00;123,15
Loja E;RS;Produto Z;12;2024-12-12 00:00:00;499,29
Loja A;PR;Produto V;7;2024-05-24 00:00:00;445,45
Loja B;RS;Produto V;9;2024-01-10 00:00:00;351,6
Loja A;RS;Produto Z;15;2024-12-27 00:00:00;164,72
Loja D;RJ;Produto V;12;2023-06-04 00:00:00;272,99
Loja A;MG;Produto V;13;2023-03-28 00:00:00;72,04
Loja C;RS;Produto V;4;2024-04-26 00:00:00;173,64
Loja A;RS;Produto V;10;2023-07-28 00:00:00;43,31
Loja B;RS;Produto X;3;2023-06-27 00:00:00;309,06
Loja A;SP;Produto Z;5;2024-08-08 00:00:00;430,17
Loja D;RS;Produto Z;4;2023-09-15 00:00:00;406,68
Loja E;RS;Produto Y;19;2023-09-30 00:00:00;429,48
Loja A;PR;Produto W;15;2023-01-24 00:00:00;95,55
Loja A;SP;Produto Y;7;2024-08-05 00:00:00;328,54
Loja C;RS;Produto V;3;2024-08-17 00:00:00;478,8
Loja D;RS;Produto V;16;2024-02-04 00:00:00;393,79
Loja E;RJ;Produto X;15;2023-12-19 00:00:00;11,66
Loja B;RJ;Produto X;18;2023-10-28 00:00:00;442,33
Loja A;SP;Produto X;3;2023-01-10 00:00:00;355,83
Loja E;PR;Produto X;14;2023-02-12 00:00:00;69,81
Loja B;SP;Produto X;1;2023-02-20 00:00:00;163,77
Loja D;SP;Produto X;7;2024-12-19 00:00:00;67,58
Loja D;RJ;Produto X;2;2023-04-17 00:00:00;367,61
Loja E;RJ;Produto X;10;2024-12-06 00:00:00;11,73
Loja B;PR;Produto X;16;2023-08-23 00:00:00;237,62
Loja D;RS;Produto Z;12;2024-05-04 00:00:00;499,91
Loja E;PR;Produto X;18;2024-11-05 00:00:00;427,05
Loja D;RS;Produto W;6;2024-04-19 00:00:00;297,74
Loja D;MG;Produto X;17;2024-08-03 00:00:00;350,03
Loja D;RJ;Produto V;8;2023-10-19 00:00:00;305,78
Loja C;MG;Produto V;9;2024-04-25 00:00:00;407,31
Loja B;MG;Produto X;19;2024-04-04 00:00:00;444,13
Loja E;RJ;Produto X;2;2024-02-29 00:00:00;385,63
Loja E;MG;Produto V;7;2023-11-25 00:00:00;99,16
Loja B;SP;Produto W;11;2023-07-04 00:00:00;192,54
Loja B;RS;Produto Y;13;2024-05-20 00:00:00;394,36
Loja B;PR;Produto Z;10;2024-09-19 00:00:00;413,36
Loja B;RJ;Produto V;15;2024-04-22 00:00:00;318,11
Loja A;SP;Produto X;7;2023-01-14 00:00:00;359,93
Loja E;PR;Produto Z;6;2024-12-27 00:00:00;95,5
Loja A;PR;Produto X;12;2023-04-03 00:00:00;192,61
Loja D;PR;Produto Y;3;2023-06-29 00:00:00;271,97
Loja D;MG;Produto Y;16;2024-07-19 00:00:00;492,02
Loja E;MG;Produto V;9;2023-11-01 00:00:00;401,62
Loja D;MG;Produto Z;10;2024-04-19 00:00:00;104,38
Loja B;MG;Produto Z;13;2024-06-25 00:00:00;182,68
Loja A;SP;Produto Y;8;2024-06-07 00:00:00;116,28
Loja B;MG;Produto X;6;2023-04-21 00:00:00;84,61
Loja D;RJ;Produto V;3;2024-02-19 00:00:00;68,79
Loja A;PR;Produto W;12;2024-02-25 00:00:00;483,19
Loja B;SP;Produto Y;9;2024-02-15 00:00:00;454,25
Loja E;MG;Produto Y;9;2024-09-15 00:00:00;246,79
Loja B;PR;Produto V;11;2024-11-11 00:00:00;278,79
Loja D;SP;Produto X;6;2024-09-07 00:00:00;420,93
Loja A;PR;Produto Z;2;2024-06-06 00:00:00;327,93
Loja E;SP;Produto Y;7;2023-11-25 00:00:00;369
Loja A;RS;Produto V;9;2023-09-29 00:00:00;397,66
Loja E;SP;Produto V;19;2023-01-14 00:00:00;246,68
Loja A;MG;Produto V;18;2023-06-24 00:00:00;487,65
Loja D;PR;Produto Z;12;2023-06-07 00:00:00;317,9
Loja E;PR;Produto Y;11;2024-09-13 00:00:00;320,41
